1000837.00;"fe";1.50
1000837.00;"vitb9";130.00
1000837.00;"k";275.00
1000837.00;"carb";4.20
1000837.00;"mg";40.00
1000837.00;"proa";3000.00
1000837.00;"fat";0.60
1000855.00;"fibre";7.00
1000855.00;"vitb2";0.06
1000855.00;"vitb5";0.40
1000855.00;"prot";1.30
1000855.00;"vita";0.00
1000855.00;"vitc";200.00
1000855.00;"vitb6";0.08
1000855.00;"vitb12";0.00
1000855.00;"vitd";0.00
1000855.00;"water";7.82
1000855.00;"na";3.00
1000855.00;"zn";0.30
1000855.00;"ca";60.00
1000855.00;"p";34.00
1000855.00;"chol";0.00
1000855.00;"sta";
1000855.00;"kcal";43.90
1000855.00;"fe";1.30
1000855.00;"vitb9";40.00
1000855.00;"k";370.00
1000855.00;"carb";16.00
1000855.00;"mg";17.00
1000855.00;"proa";130.00
1000855.00;"fat";0.30
1000860.00;"water";8.69
1000860.00;"vitb5";0.20
1000860.00;"prot";0.70
1000860.00;"vita";0.00
1000860.00;"vitc";41.00
1000860.00;"vitb2";0.04
1000860.00;"vitb6";0.04
1000860.00;"vitd";0.00
1000860.00;"fibre";1.40
1000860.00;"na";3.00
1000860.00;"vitb12";0.00
1000860.00;"ca";33.00
1000860.00;"p";15.00
1000860.00;"proa";334.00
1000860.00;"zn";0.06
1000860.00;"chol";0.00
1000860.00;"sta";0.00
1000860.00;"kcal";44.60
1000860.00;"fat";0.20
1000860.00;"vitb9";26.00
1000860.00;"k";145.00
1000860.00;"carb";11.40
1000860.00;"mg";11.00
1000860.00;"fe";0.40
1000863.00;"mg";14.00
1000863.00;"vitb2";0.02
1000863.00;"vitb5";0.20
1000863.00;"prot";0.70
1000863.00;"vita";0.00
1000863.00;"vitc";25.00
1000863.00;"vitb6";0.09
1000863.00;"vitb12";0.00
1000863.00;"vitd";0.00
1000863.00;"water";9.00
1000863.00;"p";17.00
1000863.00;"zn";0.10
1000863.00;"ca";14.00
1000863.00;"fibre";0.90
1000863.00;"chol";0.00
1000863.00;"sta";0.00
1000863.00;"kcal";35.79
1000863.00;"fe";0.20
1000863.00;"vitb9";100.00
1000863.00;"k";297.00
1000863.00;"carb";8.90
1000863.00;"proa";1750.00
1000863.00;"na";18.00
1000863.00;"fat";0.10
1000867.00;"vitc";7.00
1000867.00;"p";33.00
1000867.00;"vitb5";0.20
1000867.00;"prot";0.72
1000867.00;"vita";0.00
1000867.00;"vitb2";0.04
1000867.00;"vitb6";0.05
1000867.00;"vitb12";0.00
1000867.00;"vitd";0.00
1000867.00;"fibre";2.30
1000867.00;"zn";0.10
1000867.00;"water";8.27
1000867.00;"proa";204.00
1000867.00;"ca";12.00
1000867.00;"chol";0.00
1000867.00;"sta";0.00
1000867.00;"kcal";52.68
1000867.00;"fe";0.50
1000867.00;"vitb9";10.00
1000867.00;"k";230.00
1000867.00;"carb";14.30
1000867.00;"mg";15.00
1000867.00;"fat";0.20
1000867.00;"na";
1000868.00;"water";8.60
1000868.00;"vitb5";0.20
1000868.00;"prot";0.90
1000868.00;"vita";0.00
1000868.00;"vitc";20.00
1000868.00;"vitb2";0.05
1000868.00;"vitb6";0.03
1000868.00;"vitd";0.00
1000868.00;"fibre";2.20
1000868.00;"na";4.00
1000868.00;"vitb12";0.00
1000868.00;"ca";7.00
1000868.00;"p";18.00
1000868.00;"proa";440.00
1000868.00;"zn";0.10
1000868.00;"chol";0.00
1000868.00;"sta";
1000868.00;"kcal";46.20
1000868.00;"fat";0.20
1000868.00;"vitb9";9.00
1000868.00;"k";212.00
1000868.00;"carb";12.40
1000868.00;"mg";10.00
1000868.00;"fe";0.20
1000869.00;"vitd";0.00
1000869.00;"p";16.00
1000869.00;"vitb5";0.30
1000869.00;"prot";1.00
1000869.00;"vita";0.00
1000869.00;"vitc";53.00
1000869.00;"vitb2";0.04
1000869.00;"water";8.66
1000869.00;"vitb12";0.00
1000869.00;"zn";0.08
1000869.00;"fibre";1.80
1000869.00;"vitb6";0.06
1000869.00;"sta";0.00
1000869.00;"ca";40.00
1000869.00;"na";4.00
1000869.00;"chol";0.00
1000869.00;"kcal";40.20
1000869.00;"fe";0.10
1000869.00;"fat";0.20
1000869.00;"vitb9";30.00
1000869.00;"k";179.00
1000869.00;"carb";10.40
1000869.00;"mg";10.00
1000869.00;"proa";120.00
1000887.00;"water";7.97
1000887.00;"vitb5";0.80
1000887.00;"prot";17.10
1000887.00;"vita";6.00
1000887.00;"vitc";1.50
1000887.00;"vitb2";0.22
1000887.00;"vitb6";0.22
1000887.00;"vitd";3.00
1000887.00;"fibre";0.00
1000887.00;"na";104.00
1000887.00;"vitb12";1.50
1000887.00;"ca";61.00
1000887.00;"p";198.00
1000887.00;"proa";
1000887.00;"zn";0.52
1000887.00;"chol";63.00
1000887.00;"sta";0.00
1000887.00;"kcal";85.50
1000887.00;"fat";1.90
1000887.00;"vitb9";11.00
1000887.00;"k";311.00
1000887.00;"carb";0.00
1000887.00;"mg";22.00
1000887.00;"fe";0.90
1000904.00;"carb";62.75
1000904.00;"vita";0.00
1000904.00;"p";1143.00
1000904.00;"zn";9.40
1000904.00;"vitb5";2.50
1000904.00;"prot";14.90
1000904.00;"vitc";0.00
1000904.00;"vitb2";0.51
1000904.00;"vitb6";0.72
1000904.00;"vitb12";0.00
1000904.00;"water";1.15
1000904.00;"vitd";0.00
1000904.00;"sta";13.80
1000904.00;"na";2.00
1000904.00;"proa";5.50
1000904.00;"chol";0.00
1000904.00;"fibre";45.05
1000904.00;"kcal";172.25
1000904.00;"fe";16.00
1000904.00;"fat";4.65
1000904.00;"vitb9";195.00
1000904.00;"k";1352.00
1000904.00;"mg";490.00
1000904.00;"ca";67.00
1000914.00;"vitc";18.00
1000914.00;"p";57.00
1000914.00;"vitb5";0.16
1000914.00;"prot";2.50
1000914.00;"vita";0.00
1000914.00;"vitb2";0.07
1000914.00;"vitb6";0.25
1000914.00;"vitb12";0.00
1000914.00;"water";8.39
1000914.00;"fibre";4.00
1000914.00;"vitd";0.00
1000914.00;"ca";37.00
1000914.00;"zn";0.21
1000914.00;"na";1.00
1000914.00;"proa";360.00
1000914.00;"chol";0.00
1000914.00;"sta";0.00
1000914.00;"kcal";44.10
1000914.00;"fat";0.50
1000914.00;"vitb9";17.00
1000914.00;"k";303.00
1000914.00;"carb";11.40
1000914.00;"mg";30.00
1000914.00;"fe";1.60
1000926.00;"water";9.47
1000926.00;"vitb5";0.40
1000926.00;"prot";1.00
1000926.00;"vita";0.00
1000926.00;"vitc";5.00
1000926.00;"vitb2";0.05
1000926.00;"vitb6";0.03
1000926.00;"zn";0.20
1000926.00;"vitd";0.00
1000926.00;"fibre";2.50
1000926.00;"na";4.00
1000926.00;"vitb12";0.00
1000926.00;"ca";20.00
1000926.00;"p";25.00
1000926.00;"proa";100.00
1000926.00;"chol";0.00
1000926.00;"sta";0.10
1000926.00;"kcal";8.60
1000926.00;"fe";0.20
1000926.00;"vitb9";52.00
1000926.00;"k";205.00
1000926.00;"carb";3.20
1000926.00;"mg";10.00
1000926.00;"fat";0.20
1000936.00;"water";8.86
1000936.00;"vitb5";2.70
1000936.00;"prot";3.60
1000936.00;"vita";0.00
1000936.00;"vitc";2.50
1000936.00;"vitb2";0.37
1000936.00;"vitb6";0.03
1000936.00;"zn";1.50
1000936.00;"vitd";3.10
1000936.00;"proa";6.00
1000936.00;"na";6.00
1000936.00;"vitb12";0.00
1000936.00;"fe";1.00
1000936.00;"p";85.00
1000936.00;"fibre";6.02
1000936.00;"chol";0.00
1000936.00;"kcal";20.12
1000936.00;"ca";4.20
1000936.00;"fat";0.40
1000936.00;"vitb9";25.00
1000936.00;"k";341.00
1000936.00;"carb";6.55
1000936.00;"mg";12.00
1000936.00;"sta";0.00
1000938.00;"zn";0.50
1000938.00;"vita";0.00
1000938.00;"p";162.00
1000938.00;"vitb5";2.50
1000938.00;"prot";1.66
1000938.00;"vitc";5.00
1000938.00;"vitb2";0.06
1000938.00;"vitb6";0.05
1000938.00;"vitb12";0.00
1000938.00;"water";9.00
1000938.00;"mg";16.00
1000938.00;"vitd";3.10
1000938.00;"sta";0.00
1000938.00;"fibre";7.01
1000938.00;"na";2.00
1000938.00;"chol";0.00
1000938.00;"proa";
1000938.00;"kcal";11.52
1000938.00;"fe";1.20
1000938.00;"fat";0.32
1000938.00;"vitb9";25.00
1000938.00;"k";390.00
1000938.00;"carb";7.51
1000938.00;"ca";11.00
1000941.00;"vitc";0.00
1000941.00;"proa";370.00
1000941.00;"vitb5";0.00
1000941.00;"prot";1.47
1000941.00;"vita";0.00
1000941.00;"vitb2";0.06
1000941.00;"vitb6";0.15
1000941.00;"vitb12";0.00
1000941.00;"vitd";0.00
1000941.00;"zn";1.00
1000941.00;"na";9.00
1000941.00;"water";8.49
1000941.00;"sta";0.07
1000941.00;"p";32.00
1000941.00;"fibre";3.02
1000941.00;"chol";0.00
1000941.00;"kcal";46.09
1000941.00;"fe";20.04
1000941.00;"fat";1.20
1000941.00;"vitb9";19.50
1000941.00;"k";131.00
1000941.00;"carb";10.36
1000941.00;"mg";36.00
1000941.00;"ca";307.00
1000943.00;"vitb2";0.05
1000943.00;"vitb5";0.00
1000943.00;"prot";1.71
1000943.00;"vita";0.00
1000943.00;"vitc";0.00
1000943.00;"vitb6";0.54
1000943.00;"vitb12";0.00
1000943.00;"vitd";0.00
1000943.00;"water";8.49
1000943.00;"proa";572.00
1000943.00;"na";2.00
1000943.00;"zn";0.75
1000943.00;"fe";4.53
1000943.00;"p";15.00
1000943.00;"fibre";2.91
1000943.00;"chol";0.00
1000943.00;"kcal";52.89
1000943.00;"ca";266.00
1000943.00;"fat";2.05
1000943.00;"vitb9";0.00
1000943.00;"k";173.00
1000943.00;"carb";9.81
1000943.00;"mg";69.00
1000943.00;"sta";0.06
1000945.00;"zn";1.20
1000945.00;"vita";0.00
1000945.00;"fibre";3.00
1000945.00;"vitb5";0.19
1000945.00;"prot";3.80
1000945.00;"vitc";31.00
1000945.00;"vitb2";0.33
1000945.00;"vitb6";0.05
1000945.00;"vitb12";0.00
1000945.00;"water";8.61
1000945.00;"na";15.00
1000945.00;"vitd";0.00
1000945.00;"chol";0.00
1000945.00;"p";75.00
1000945.00;"mg";30.00
1000945.00;"ca";210.00
1000945.00;"sta";0.05
1000945.00;"kcal";42.70
1000945.00;"fe";9.50
1000945.00;"fat";0.70
1000945.00;"vitb9";110.00
1000945.00;"k";260.00
1000945.00;"carb";8.30
1000945.00;"proa";740.00
1000946.00;"p";37.00
1000946.00;"vitb2";0.31
1000946.00;"vitb5";0.20
1000946.00;"prot";3.10
1000946.00;"vita";0.00
1000946.00;"vitc";26.00
1000946.00;"vitb6";0.18
1000946.00;"vitb12";0.00
1000946.00;"vitd";0.00
1000946.00;"water";8.64
1000946.00;"mg";11.00
1000946.00;"zn";0.70
1000946.00;"ca";250.00
1000946.00;"fibre";3.11
1000946.00;"chol";0.00
1000946.00;"sta";0.05
1000946.00;"kcal";40.00
1000946.00;"fe";5.50
1000946.00;"vitb9";50.00
1000946.00;"k";300.00
1000946.00;"carb";8.21
1000946.00;"proa";3950.00
1000946.00;"na";9.00
1000946.00;"fat";0.80
1000950.00;"vitd";0.00
1000950.00;"vitb5";0.90
1000950.00;"prot";1.75
1000950.00;"vita";0.00
1000950.00;"vitc";9.40
1000950.00;"vitb2";0.12
1000950.00;"water";9.42
1000950.00;"vitb12";0.00
1000950.00;"fibre";1.22
1000950.00;"na";43.00
1000950.00;"vitb6";0.05
1000950.00;"sta";
1000950.00;"p";54.00
1000950.00;"zn";0.35
1000950.00;"chol";0.00
1000950.00;"proa";1700.00
1000950.00;"kcal";13.76
1000950.00;"fe";1.40
1000950.00;"fat";0.20
1000950.00;"vitb9";109.00
1000950.00;"k";330.00
1000950.00;"carb";2.46
1000950.00;"mg";10.00
1000950.00;"ca";54.00
1000955.00;"fibre";0.00
1000955.00;"vitc";0.00
1000955.00;"p";0.00
1000955.00;"vitb5";0.00
1000955.00;"prot";0.00
1000955.00;"vita";0.00
1000955.00;"vitb2";0.00
1000955.00;"vitb6";0.00
1000955.00;"vitb12";0.00
1000955.00;"vitd";0.00
1000955.00;"zn";0.00
1000955.00;"water";0.00
1000955.00;"proa";0.00
1000955.00;"na";0.00
1000955.00;"ca";1.00
1000955.00;"chol";0.00
1000955.00;"sta";0.00
1000955.00;"kcal";400.00
1000955.00;"fat";0.00
1000955.00;"vitb9";0.00
1000955.00;"k";2.00
1000955.00;"carb";100.00
1000955.00;"mg";0.00
1000955.00;"fe";0.10
1000957.00;"water";2.00
1000957.00;"vitb5";0.10
1000957.00;"prot";0.40
1000957.00;"vita";0.00
1000957.00;"vitc";1.70
1000957.00;"vitb2";0.05
1000957.00;"vitb6";0.30
1000957.00;"zn";0.35
1000957.00;"vitd";0.00
1000957.00;"fibre";0.00
1000957.00;"na";7.00
1000957.00;"vitb12";0.00
1000957.00;"fe";0.50
1000957.00;"p";17.00
1000957.00;"chol";0.00
1000957.00;"kcal";305.60
1000957.00;"ca";5.00
1000957.00;"fat";0.00
1000957.00;"vitb9";5.30
1000957.00;"k";47.00
1000957.00;"carb";76.00
1000957.00;"mg";3.00
1000957.00;"proa";0.00
1000957.00;"sta";0.00
1000965.00;"water";9.33
1000965.00;"vitb5";0.40
1000965.00;"prot";0.60
1000965.00;"vita";0.00
1000965.00;"vitc";5.00
1000965.00;"vitb2";0.07
1000965.00;"vitb6";0.07
1000965.00;"zn";0.85
1000965.00;"vitd";0.00
1000965.00;"fibre";1.00
1000965.00;"na";1.00
1000965.00;"vitb12";0.00
1000965.00;"chol";0.00
1000965.00;"p";20.00
1000965.00;"ca";18.00
1000965.00;"sta";0.60
1000965.00;"kcal";21.30
1000965.00;"fe";0.40
1000965.00;"vitb9";25.00
1000965.00;"k";274.00
1000965.00;"carb";5.50
1000965.00;"proa";1200.00
1000965.00;"mg";7.00
1000965.00;"fat";0.10
1000969.00;"water";4.24
1000969.00;"vitb5";1.70
1000969.00;"prot";19.40
1000969.00;"vita";336.00
1000969.00;"vitc";
1000969.00;"vitb2";0.18
1000969.00;"vitb6";0.07
1000969.00;"vitd";0.24
1000969.00;"fibre";0.00
1000969.00;"na";1450.00
1000969.00;"vitb12";1.20
1000969.00;"ca";612.00
1000969.00;"p";356.00
1000969.00;"proa";
1000969.00;"zn";2.50
1000969.00;"chol";94.00
1000969.00;"sta";0.00
1000969.00;"kcal";358.80
1000969.00;"fat";31.20
1000969.00;"vitb9";52.00
1000969.00;"k";138.00
1000969.00;"carb";0.10
1000969.00;"mg";20.00
1000969.00;"fe";0.30
1000971.00;"p";97.00
1000971.00;"vitb2";0.22
1000971.00;"vitb5";
1000971.00;"prot";7.60
1000971.00;"vita";310.00
1000971.00;"vitc";
1000971.00;"vitb6";0.04
1000971.00;"vitb12";
1000971.00;"vitd";0.28
1000971.00;"water";4.44
1000971.00;"carb";
1000971.00;"zn";0.40
1000971.00;"ca";68.00
1000971.00;"fibre";0.00
1000971.00;"chol";141.00
1000971.00;"sta";0.00
1000971.00;"kcal";453.40
1000971.00;"fe";0.20
1000971.00;"vitb9";11.00
1000971.00;"k";53.00
1000971.00;"na";86.00
1000971.00;"mg";
1000971.00;"proa";258.00
1000971.00;"fat";47.00
1000983.00;"vitc";0.26
1000983.00;"p";148.00
1000983.00;"vitb5";0.18
1000983.00;"prot";6.08
1000983.00;"vita";
1000983.00;"vitb2";0.20
1000983.00;"vitb6";0.05
1000983.00;"vitb12";
1000983.00;"vitd";
1000983.00;"zn";0.87
1000983.00;"fibre";4.93
1000983.00;"water";0.19
1000983.00;"proa";
1000983.00;"ca";82.00
1000983.00;"chol";
1000983.00;"sta";0.00
1000983.00;"kcal";456.85
1000983.00;"fe";1.53
1000983.00;"vitb9";31.00
1000983.00;"k";273.00
1000983.00;"carb";73.50
1000983.00;"mg";72.00
1000983.00;"fat";17.58
1000983.00;"na";2.00
1001008.00;"vitd";
1001008.00;"vitb5";
1001008.00;"prot";11.09
1001008.00;"vita";61.00
1001008.00;"vitc";
1001008.00;"vitb2";
1001008.00;"water";7.70
1001008.00;"vitb12";
1001008.00;"fibre";0.00
1001008.00;"na";32.56
1001008.00;"vitb6";0.04
1001008.00;"sta";0.00
1001008.00;"p";126.00
1001008.00;"zn";0.30
1001008.00;"chol";22.00
1001008.00;"proa";
1001008.00;"kcal";122.76
1001008.00;"fe";0.16
1001008.00;"fat";7.20
1001008.00;"vitb9";
1001008.00;"k";119.00
1001008.00;"carb";3.40
1001008.00;"mg";11.00
1001008.00;"ca";169.00
1001015.00;"water";9.32
1001015.00;"vitb5";0.04
1001015.00;"prot";0.00
1001015.00;"vita";0.00
1001015.00;"vitc";
1001015.00;"vitb2";
1001015.00;"vitb6";0.01
1001015.00;"zn";0.24
1001015.00;"vitd";0.00
1001015.00;"fibre";0.00
1001015.00;"na";4.00
1001015.00;"vitb12";0.00
1001015.00;"chol";0.00
1001015.00;"p";5.00
1001015.00;"ca";9.00
1001015.00;"sta";0.00
1001015.00;"kcal";31.70
1001015.00;"fe";0.80
1001015.00;"vitb9";
1001015.00;"k";116.00
1001015.00;"carb";2.50
1001015.00;"proa";
1001015.00;"mg";4.00
1001015.00;"fat";0.00
1001018.00;"water";7.40
1001018.00;"vitb5";
1001018.00;"prot";0.10
1001018.00;"vita";0.00
1001018.00;"vitc";0.00
1001018.00;"vitb2";
1001018.00;"vitb6";
1001018.00;"vitd";0.00
1001018.00;"fibre";0.00
1001018.00;"na";20.00
1001018.00;"vitb12";0.00
1001018.00;"ca";8.00
1001018.00;"p";6.90
1001018.00;"proa";
1001018.00;"zn";
1001018.00;"chol";0.00
1001018.00;"sta";0.00
1001018.00;"kcal";139.10
1001018.00;"fat";0.00
1001018.00;"vitb9";
1001018.00;"k";42.00
1001018.00;"carb";13.50
1001018.00;"mg";5.40
1001018.00;"fe";0.50
1001020.00;"na";6.00
1001020.00;"vita";0.00
1001020.00;"fibre";0.00
1001020.00;"zn";0.27
