9000000;prot;17.81
9000000;fat;22.27
9000000;carb;44.24
9000000;kcal;375
9000000;water;8.06
9000000;caf;0
9000000;fibre;10.5
9000000;ca;931
9000000;fe;66.36
9000000;mg;366
9000000;p;499
9000000;k;1788
9000000;na;168
9000000;zn;4.8
9000000;cu;0.86
9000000;se;5.2
9000000;vita;0
9000000;proa;762
9000000;vitd;0
9000000;vitc;7.7
9000000;vitb1;0.62
9000000;vitb2;0.32
9000000;vitb3;7.84
9000000;vitb6;0.43
9000000;vitb12;0
9000000;vitk;5.4
9000000;vitb9;0
9000000;chol;0
9000001;prot;0
9000001;fat;0
9000001;carb;0
9000001;kcal;0
9000001;water;0
9000001;caf;0
9000001;fibre;0
9000001;ca;0
9000001;fe;0
9000001;mg;0
9000001;p;0
9000001;k;0
9000001;na;0
9000001;zn;0
9000001;cu;0
9000001;se;0
9000001;vita;0
9000001;proa;0
9000001;vitd;0
9000001;vitc;0
9000001;vitb1;0
9000001;vitb2;0
9000001;vitb3;0
9000001;vitb6;0
9000001;vitb12;0
9000001;vitk;0
9000001;vitb9;0
9000001;chol;0
9000002;prot;1.32
9000002;fat;0.24
9000002;carb;7.37
9000002;kcal;32
9000002;lact;0
9000002;water;89.07
9000002;caf;0
9000002;fibre;1.43
9000002;ca;13
9000002;fe;1.02
9000002;mg;16
9000002;p;26
9000002;k;331
9000002;na;524
9000002;zn;0.2
9000002;cu;0.11
9000002;se;0.2
9000002;vita;0
9000002;proa;209
9000002;vitd;0
9000002;vitc;6
9000002;vitb1;0.02
9000002;vitb2;0.06
9000002;vitb3;1.12
9000002;vitb6;0.09
9000002;vitb12;0
9000002;vitk;2.8
9000002;vitb9;0
9000002;chol;0
9000003;prot;0.92
9000003;fat;0.08
9000003;carb;10.11
9000003;kcal;42
9000003;lact;0.01
9000003;water;88.54
9000003;caf;0
9000003;fibre;1.4
9000003;ca;22
9000003;fe;0.19
9000003;mg;10
9000003;p;27
9000003;k;144
9000003;na;3
9000003;zn;0.16
9000003;cu;0.03
9000003;se;0.5
9000003;vita;0
9000003;proa;1
9000003;vitd;0
9000003;vitc;6.4
9000003;vitb1;0.04
9000003;vitb2;0.02
9000003;vitb3;0.36
9000003;vitb5;0.12
9000003;vitb6;0.14
9000003;vitb12;0
9000003;vitk;0.4
9000003;vitb9;0
9000003;chol;0
9000003;sta;0
9000004;prot;2.2
9000004;fat;0.9
9000004;carb;12.11
9000004;kcal;65
9000004;water;82.79
9000004;caf;0
9000004;fibre;2.1
9000004;ca;20
9000004;fe;0.66
9000004;mg;25
9000004;p;45
9000004;k;433
9000004;na;385
9000004;zn;0.4
9000004;cu;0.23
9000004;se;4
9000004;vita;0
9000004;proa;875
9000004;vitd;0
9000004;vitc;0.8
9000004;vitb1;0.1
9000004;vitb2;0.09
9000004;vitb3;1.94
9000004;vitb5;0.34
9000004;vitb6;0.16
9000004;vitb12;0
9000004;vitk;4.2
9000004;vitb9;1
9000004;chol;0
9000005;prot;10.95
9000005;fat;3.26
9000005;carb;64.81
9000005;kcal;255
9000005;water;10.51
9000005;caf;0
9000005;fibre;26.5
9000005;ca;437
9000005;fe;28.86
9000005;mg;194
9000005;p;173
9000005;k;1259
9000005;na;44
9000005;zn;1.42
9000005;cu;1.12
9000005;se;3.1
9000005;vita;0
9000005;proa;156
9000005;vitd;0
9000005;vitc;21
9000005;vitb1;0.1
9000005;vitb2;0.24
9000005;vitb3;3.14
9000005;vitb6;0.34
9000005;vitb12;0
9000005;vitk;163.7
9000005;vitb9;0
9000005;chol;0
9000006;prot;4.77
9000006;fat;0.67
9000006;carb;28.34
9000006;kcal;141
9000006;lact;0
9000006;water;65.99
9000006;caf;0
9000006;fibre;1.7
9000006;ca;7
9000006;fe;0.5
9000006;mg;18
9000006;p;54
9000006;k;31
9000006;na;1
9000006;zn;0.53
9000006;cu;0.09
9000006;se;21.3
9000006;vita;0
9000006;proa;0
9000006;vitd;0
9000006;vitc;0
9000006;vitb1;0.02
9000006;vitb2;0.02
9000006;vitb3;1.41
9000006;vitb5;0.11
9000006;vitb6;0.03
9000006;vitb12;0
9000006;vitb9;0
9000006;chol;0
9000007;prot;0.88
9000007;fat;0.2
9000007;carb;3.92
9000007;kcal;18
9000007;lact;0
9000007;water;94.5
9000007;caf;0
9000007;fibre;1.21
9000007;ca;10
9000007;fe;0.27
9000007;mg;11
9000007;p;24
9000007;k;237
9000007;na;5
9000007;zn;0.17
9000007;cu;0.05
9000007;se;0
9000007;vita;0
9000007;proa;449
9000007;vitd;0
9000007;vitc;12.7
9000007;vitb1;0.03
9000007;vitb2;0.01
9000007;vitb3;0.69
9000007;vitb5;0.08
9000007;vitb6;0.08
9000007;vitb12;0
9000007;vitk;7.9
9000007;vitb9;0
9000007;chol;0
9000007;sta;0
9000008;prot;0.88
9000008;fat;0.2
9000008;carb;3.92
9000008;kcal;18
9000008;lact;0
9000008;water;94.5
9000008;caf;0
9000008;fibre;1.21
9000008;ca;10
9000008;fe;0.27
9000008;mg;11
9000008;p;24
9000008;k;237
9000008;na;5
9000008;zn;0.17
9000008;cu;0.05
9000008;se;0
9000008;vita;0
9000008;proa;449
9000008;vitd;0
9000008;vitc;12.7
9000008;vitb1;0.03
9000008;vitb2;0.01
9000008;vitb3;0.69
9000008;vitb5;0.08
9000008;vitb6;0.08
9000008;vitb12;0
9000008;vitk;7.9
9000008;vitb9;0
9000008;chol;0
9000008;sta;0
9000009;prot;0
9000009;fat;0
9000009;carb;5
9000009;kcal;12
9000009;water;95
9000009;caf;0
9000009;fibre;0
9000009;ca;0
9000009;fe;0
9000009;mg;22
9000009;p;0
9000009;k;15
9000009;na;1
9000009;zn;0
9000009;cu;0.04
9000009;se;0.5
9000009;vita;0
9000009;proa;0
9000009;vitd;0
9000009;vitc;0
9000009;vitb1;0
9000009;vitb2;0
9000009;vitb3;0
9000009;vitb5;0
9000009;vitb6;0
9000009;vitb12;0
9000009;vitk;0
9000009;vitb9;0
9000009;chol;0
9000010;prot;10.95
9000010;fat;3.26
9000010;carb;64.81
9000010;kcal;255
9000010;water;10.51
9000010;caf;0
9000010;fibre;26.5
9000010;ca;437
9000010;fe;28.86
9000010;mg;194
9000010;p;173
9000010;k;1259
9000010;na;44
9000010;zn;1.42
9000010;cu;1.12
9000010;se;3.1
9000010;vita;0
9000010;proa;156
9000010;vitd;0
9000010;vitc;21
9000010;vitb1;0.1
9000010;vitb2;0.24
9000010;vitb3;3.14
9000010;vitb6;0.34
9000010;vitb12;0
9000010;vitk;163.7
9000010;vitb9;0
9000010;chol;0
9000011;prot;16.13
9000011;fat;8.42
9000011;carb;2.1
9000011;kcal;149
9000011;water;71.6
9000011;caf;0
9000011;fibre;0
